City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,maralal,1.0968,36.698,58.82,94,91,5.08,KE,1699838339
365,duobao,30.67,112.6895,46.78,53,77,9.53,CN,1699838340
366,meizhou,24.2977,116.1072,60.03,77,99,5.21,CN,1699838340
367,mogocha,53.7333,119.7667,15.6,55,14,1.21,RU,1699838340
368,la passe,45.5549,-0.8967,57.97,86,99,10.47,FR,1699838340
369,jemna,33.5778,9.0147,64.54,37,0,5.41,TN,1699838340
370,anuradhapura,8.3565,80.4173,74.37,96,100,3.49,LK,1699838340
371,caluula,11.9661,50.7569,80.92,77,18,12.53,SO,1699838340
372,port antonio,18.18,-76.4612,87.71,80,8,5.75,JM,1699838340
373,loanda,-8.8368,13.2343,77.18,89,100,9.33,AO,1699838341
374,xiaoweizhai,26.1903,107.5125,39.36,89,100,7.09,CN,1699838341
375,hirara,24.8,125.2833,73.67,68,75,27.63,JP,1699838341
376,mongo,12.1844,18.693,80.24,30,97,2.95,TD,1699838341
377,kalas,18.1667,74.8,70.11,64,100,5.32,IN,1699838341
378,nadym,65.5333,72.5167,13.55,85,14,14.58,RU,1699838342
379,malango,-2.9627,119.9001,79.75,62,97,1.77,ID,1699838342
380,pangody,65.85,74.4859,12.67,88,12,14.16,RU,1699838342
381,gorontalo,0.5412,123.0595,87.85,64,59,2.19,ID,1699838342
382,rovaniemi,66.5,25.7167,17.01,92,100,10.36,FI,1699838343
383,egilsstadir,65.2653,-14.3948,30.11,93,40,4.61,IS,1699838343
384,bishkek,42.87,74.59,35.8,84,83,3.38,KG,1699838343
385,monze,-16.2833,27.4833,70.95,37,21,4.25,ZM,1699838343
386,nizhnyaya salda,58.0776,60.7202,32.2,83,100,5.35,RU,1699838343
387,benghazi,32.1167,20.0667,70.97,67,1,5.5,LY,1699838344
388,kayes,14.0,-11.0,82.15,20,75,2.71,ML,1699838344
389,piti village,13.4626,144.6933,88.68,77,75,19.57,GU,1699838344
390,punta del este,-34.9667,-54.95,59.97,71,75,8.01,UY,1699838344
391,pavlovskaya sloboda,55.8156,37.0828,43.12,95,100,9.28,RU,1699838345
392,chimbote,-9.0853,-78.5783,67.17,83,100,9.26,PE,1699838145
393,kenai,60.5544,-151.2583,25.14,96,0,3.44,US,1699838345
394,brush,40.2589,-103.6238,51.6,31,0,6.91,US,1699838345
395,muisne,0.6,-80.0333,77.2,85,43,6.2,EC,1699838345
396,mujiayingzi,42.1167,118.7833,22.48,67,0,6.29,CN,1699838346
397,buka,40.8108,69.1986,43.99,55,87,4.97,UZ,1699838346
398,pandan,14.0453,124.1694,81.64,87,100,17.34,PH,1699838346
399,paita,-5.0892,-81.1144,69.71,83,2,15.26,PE,1699838347
400,bosaso,11.2842,49.1816,79.88,85,47,4.63,SO,1699838347
401,gulf shores,30.246,-87.7008,66.99,77,75,10.36,US,1699838347
402,kone,-21.0595,164.8658,82.29,41,13,10.04,NC,1699838347
403,januaria,-15.4833,-44.3667,77.95,37,7,2.95,BR,1699838348
404,lodja,-3.4833,23.4333,67.93,99,100,1.3,CD,1699838348
405,angarsk,52.5367,103.8864,18.32,97,57,1.99,RU,1699838348
406,acapulco de juarez,16.8634,-99.8901,85.82,74,0,8.05,MX,1699838324
407,castillos,-34.1667,-53.8333,60.42,85,91,6.93,UY,1699838348
408,oranjemund,-28.55,16.4333,57.61,87,0,15.64,NA,1699838349
409,uturoa,-16.7333,-151.4333,81.88,76,23,6.71,PF,1699838349
410,buulobarde,3.8538,45.5674,77.81,83,24,5.66,SO,1699838349
411,kingaroy,-26.5333,151.8333,87.12,32,0,4.23,AU,1699838349
412,freguesia do ribeirao da ilha,-27.7177,-48.5627,76.08,83,75,11.5,BR,1699838349
413,felahiye,39.0906,35.5672,38.14,58,99,3.06,TR,1699838350
414,santa ana,33.7456,-117.8678,79.86,37,75,5.75,US,1699838264
415,chandler,33.3062,-111.8412,78.6,27,0,5.75,US,1699838350
416,vredendal,-31.6683,18.5012,57.09,73,0,2.71,ZA,1699838350
417,coahuayana de hidalgo,18.7,-103.6583,79.03,87,21,1.41,MX,1699838350
418,cabedelo,-6.9811,-34.8339,77.67,77,3,8.66,BR,1699838070
419,el-tor,28.2364,33.6254,71.74,83,0,9.22,EG,1699838351
420,villa de arista,22.65,-100.8333,63.41,90,100,8.93,MX,1699838351
421,gadzhiyevo,69.2551,33.3362,14.04,97,99,9.64,RU,1699838351
422,kurchatov,51.6601,35.6521,45.01,94,100,18.52,RU,1699838351
423,waiuku,-37.25,174.75,70.09,54,0,9.6,NZ,1699838351
424,musoma,-1.5,33.8,68.94,84,87,3.36,TZ,1699838351
425,malvan,16.0667,73.4667,78.51,60,77,6.17,IN,1699838352
426,masuguru,-11.3667,38.4167,79.11,74,86,4.79,TZ,1699838352
427,zaozersk,69.4005,32.4476,11.86,97,99,7.58,RU,1699838350
428,ghanzi,-21.5667,21.7833,81.14,26,87,13.85,BW,1699838352
429,benemerito de las americas,16.5167,-90.6439,72.55,98,11,0.29,MX,1699838352
430,male,4.1748,73.5089,80.55,89,20,3.44,MV,1699838300
431,hadibu,12.65,54.0333,79.81,83,70,13.4,YE,1699838353
432,okhotsk,59.3833,143.3,4.28,77,0,21.9,RU,1699838353
433,el granada,37.5027,-122.4694,67.14,69,0,8.05,US,1699838354
434,navrongo,10.8956,-1.0921,81.66,23,94,6.22,GH,1699838355
435,hinton,53.4001,-117.5857,32.61,59,100,3.71,CA,1699838355
436,san luis de la loma,17.2706,-100.8939,80.76,84,9,5.68,MX,1699838355
437,saint-pierre,-21.3393,55.4781,67.68,64,0,9.22,RE,1699838356
438,asilah,35.465,-6.0348,57.16,78,100,4.94,MA,1699838356
439,moussoro,13.6408,16.4901,81.46,18,13,10.74,TD,1699838356
440,vorkuta,67.5,64.0,10.74,97,73,7.09,RU,1699838356
441,aleksandrovsk-sakhalinskiy,50.8975,142.1561,19.56,76,100,12.5,RU,1699838356
442,shahrak,34.1074,64.3052,35.62,47,0,1.9,AF,1699838356
443,todos santos,23.45,-110.2167,79.45,69,4,6.17,MX,1699838357
444,cooma,-36.2333,149.1333,72.82,25,93,0.92,AU,1699838357
445,lorengau,-2.0226,147.2712,85.1,64,29,4.45,PG,1699838357
446,cockburn town,21.4612,-71.1419,83.39,76,2,19.86,TC,1699838357
447,imbituba,-28.24,-48.6703,70.81,98,100,3.76,BR,1699838357
448,amurzet,47.6967,131.0981,21.36,79,6,10.18,RU,1699838358
449,hailin,44.5833,129.4167,14.29,85,22,5.66,CN,1699838358
450,tsuruoka,38.7217,139.8217,44.64,81,75,17.27,JP,1699838358
451,naze,28.3667,129.4833,67.12,65,82,20.0,JP,1699838358
452,opochka,56.7105,28.6617,33.87,98,100,6.87,RU,1699838359
453,prado,-17.3411,-39.2208,76.24,83,4,15.05,BR,1699838316
454,viedma,-40.8135,-62.9967,52.29,17,0,7.27,AR,1699838359
455,hammerfest,70.6634,23.6821,21.65,63,12,1.14,NO,1699838359
456,kralendijk,12.15,-68.2667,84.18,79,40,17.27,BQ,1699838359
457,katsuura,35.1333,140.3,55.42,81,96,19.82,JP,1699838360
458,kavaratti,10.5669,72.642,82.11,74,64,3.71,IN,1699838360
459,macapa,0.0389,-51.0664,84.18,79,0,16.11,BR,1699838360
460,cabezon de la sal,43.3089,-4.2302,68.36,79,17,7.92,ES,1699838360
461,ambatondrazaka,-17.8333,48.4167,66.81,83,99,1.81,MG,1699838360
462,fuding,27.3273,120.214,55.09,65,8,5.41,CN,1699838361
463,haiku-pauwela,20.9219,-156.3051,80.51,70,20,31.07,US,1699838361
464,smithers,54.7804,-127.1743,30.52,100,100,2.3,CA,1699838361
465,kuta,-8.7233,115.1723,80.55,94,40,9.22,ID,1699838361
466,bamboo flat,11.7,92.7167,75.29,94,100,2.3,IN,1699838314
467,holma,9.9008,13.0567,78.21,35,86,2.28,NG,1699838361
468,trenggalek,-8.05,111.7167,83.41,72,58,5.79,ID,1699838362
469,bengkulu,-3.8004,102.2655,78.94,83,96,3.47,ID,1699838362
470,ilinge,-31.9768,27.0427,45.05,91,0,2.46,ZA,1699838362
471,santana,-0.0583,-51.1817,84.38,79,0,16.11,BR,1699838313
472,patigi,8.7333,5.75,79.34,58,13,3.24,NG,1699838362
473,pachino,36.7186,15.0907,67.1,81,100,19.6,IT,1699838363
474,nizhnesortymskiy,62.4397,71.7603,20.84,91,100,11.21,RU,1699838363
475,tadine,-21.55,167.8833,74.77,57,64,20.56,NC,1699838363
476,vila franca do campo,37.7167,-25.4333,68.41,92,92,15.52,PT,1699838363
477,pacific grove,36.6177,-121.9166,61.18,84,75,6.91,US,1699838363
478,cuenca,-2.8833,-78.9833,62.73,67,40,3.44,EC,1699838243
479,waingapu,-9.6567,120.2641,86.34,64,87,5.97,ID,1699838364
480,labytnangi,66.6572,66.4183,10.58,88,16,8.95,RU,1699838353
481,mae chan,20.1467,99.8526,77.18,95,71,1.12,TH,1699838364
482,donggang,28.9365,114.2259,45.14,82,100,3.44,CN,1699838365
483,edea,3.8,10.1333,75.27,99,100,1.45,CM,1699838228
484,quesnel,52.9999,-122.5029,45.1,42,100,11.5,CA,1699838365
485,selfoss,63.9331,-20.9971,37.04,64,100,14.5,IS,1699838365
486,paramonga,-10.6667,-77.8333,67.24,83,35,10.16,PE,1699838365
487,ormara,25.2088,64.6357,77.74,46,90,2.39,PK,1699838366
488,inongo,-1.95,18.2667,71.08,93,100,3.44,CD,1699838366
489,kayyerkan,69.3786,87.7439,29.3,100,100,11.65,RU,1699838366
490,sao joao da barra,-21.6403,-41.0511,75.49,89,100,9.71,BR,1699838366
491,nova vicosa,-17.8919,-39.3719,76.73,81,0,17.13,BR,1699838361
492,papao,-17.75,-149.55,85.68,76,39,5.28,PF,1699838367
493,anka,12.1138,5.9243,75.65,22,0,9.17,NG,1699838367
494,valparaiso,-33.0393,-71.6273,55.04,71,75,3.44,CL,1699838367
495,kiunga,-6.1219,141.2906,89.58,53,20,2.42,PG,1699838367
496,languyan,5.2618,120.0807,82.26,81,7,3.78,PH,1699838368
497,ciudad lazaro cardenas,17.9583,-102.2,80.51,81,69,4.83,MX,1699838368
498,polyarnyy,69.1989,33.4478,14.7,96,97,9.89,RU,1699838368
499,port-vila,-17.7338,168.3219,78.4,78,100,17.27,VU,1699838368
500,santa elena de uairen,4.6167,-61.1333,70.63,82,71,3.91,VE,1699838369
501,fort mcmurray,56.7268,-111.381,31.59,86,0,6.91,CA,1699838340
502,madalena,41.2162,-8.3345,63.18,94,99,6.73,PT,1699838369
503,coquimbo,-29.9533,-71.3436,56.93,82,0,10.36,CL,1699838206
504,wakkanai,45.4094,141.6739,35.1,64,75,17.27,JP,1699838370
505,eberswalde,52.8349,13.8195,44.22,79,31,6.22,DE,1699838370
506,kievka,50.2619,71.5514,37.53,96,100,11.59,KZ,1699838370
507,pitiquito,30.7,-112.0833,75.38,21,0,4.83,MX,1699838370
508,palmer,42.1584,-72.3287,33.15,73,0,3.44,US,1699838099
509,hamina,60.5697,27.1979,35.33,91,100,17.54,FI,1699838370
510,mjolby,58.326,15.1237,33.51,92,100,4.74,SE,1699838371
511,yanchep,-31.55,115.6833,73.62,67,100,10.54,AU,1699838371
512,ponnani,10.767,75.9252,72.72,82,98,6.58,IN,1699838371
513,saskatoon,52.1168,-106.6345,31.98,64,20,9.22,CA,1699838299
514,nerchinsk,51.9833,116.5833,10.74,88,34,2.86,RU,1699838249
515,banda aceh,5.5577,95.3222,81.3,78,30,8.43,ID,1699838372
516,envira,-7.3,-70.2167,76.96,84,30,2.24,BR,1699838372
517,purpe,64.4803,76.6897,15.35,95,69,13.6,RU,1699838372
518,belmonte,-15.8631,-38.8828,77.2,79,21,12.57,BR,1699838372
519,cruz del eje,-30.7264,-64.8039,66.11,30,33,21.68,AR,1699838372
520,queenstown,-31.8976,26.8753,45.77,91,0,2.62,ZA,1699838115
521,hualien city,23.9769,121.6044,69.21,85,89,14.74,TW,1699838372
522,guerrero negro,27.9769,-114.0611,69.06,56,0,13.8,MX,1699838373
523,peterhead,57.5058,-1.7981,46.8,80,99,25.86,GB,1699838373
524,usinsk,65.9939,57.5281,5.07,100,92,5.01,RU,1699838373
525,gamawa,12.1343,10.5396,73.63,19,33,9.22,NG,1699838373
526,znamenskoye,57.1281,73.8282,33.62,99,100,4.16,RU,1699838374
527,delvada,20.7667,71.0333,75.56,33,100,11.7,IN,1699838374
528,beau vallon,-20.4189,57.6953,71.22,88,20,6.91,MU,1699838293
529,diapaga,12.0708,1.7889,79.32,20,48,6.46,BF,1699838375
530,nagqu,31.5,92.0,9.9,44,0,3.38,CN,1699838356
531,vernon,50.2581,-119.2691,42.6,69,100,1.14,CA,1699838375
532,kalifornsky,60.4183,-151.29,25.39,97,0,3.44,US,1699838375
533,broken hill,-31.95,141.4333,77.09,19,13,10.76,AU,1699838369
534,zdvinsk,54.7021,78.661,36.07,99,100,6.62,RU,1699838376
535,namtsy,62.7161,129.6658,1.49,94,73,8.75,RU,1699838376
536,challapata,-18.9,-66.7667,58.96,40,100,8.7,BO,1699838376
537,lugus,5.7036,120.8203,82.31,76,2,3.53,PH,1699838377
538,ain sukhna,29.6002,32.3167,73.76,55,5,4.45,EG,1699838378
539,kasulu,-4.5767,30.1025,63.91,91,30,2.68,TZ,1699838378
540,kismayo,-0.3582,42.5454,79.77,82,99,6.55,SO,1699838379
541,ramhormoz,31.28,49.6035,73.09,33,100,3.11,IR,1699838379
542,kolpashevo,58.3131,82.9089,33.12,99,100,5.99,RU,1699838380
543,hemsby,52.6971,1.6918,49.98,98,100,13.33,GB,1699838380
544,waddan,29.1614,16.139,64.94,75,0,4.9,LY,1699838380
545,shingu,33.7333,135.9833,52.07,62,18,9.78,JP,1699838380
546,abalak,58.1286,68.5944,30.34,95,28,4.47,RU,1699838380
547,nema,57.5067,50.5011,33.64,97,100,14.67,RU,1699838381
548,gubkinskiy,64.434,76.5026,14.67,94,70,13.65,RU,1699838381
549,arrifes,37.7667,-25.7,66.45,94,20,9.22,PT,1699838381
550,kodiak,57.79,-152.4072,38.71,60,0,0.0,US,1699838381
551,hudson,40.7168,-74.0663,44.58,59,0,8.01,US,1699838381
552,plettenberg bay,-34.0527,23.3716,55.49,76,2,5.35,ZA,1699838382
553,tidjikja,18.5564,-11.4271,76.33,13,8,9.84,MR,1699838382
554,taytay,14.5678,121.1394,86.04,71,75,2.3,PH,1699838382
555,barstow,34.8986,-117.0228,66.16,13,92,7.4,US,1699838099
556,hailar,49.2,119.7,9.32,91,10,8.32,CN,1699838382
557,kendari,-3.945,122.4989,89.55,54,35,2.08,ID,1699838382
558,yuzhno-sakhalinsk,46.9581,142.7337,28.49,74,75,8.99,RU,1699838383
559,caucete,-31.6518,-68.2811,59.7,24,0,13.09,AR,1699838383
560,northam,51.0333,-4.2167,58.66,96,100,15.84,GB,1699838383
561,kotido,2.9806,34.1331,72.68,67,91,10.78,UG,1699838383
562,rio preto da eva,-2.6994,-59.6997,81.81,66,16,3.2,BR,1699838384
563,coos bay,43.3665,-124.2179,58.98,88,100,8.05,US,1699838384
564,mariental,-24.6333,17.9667,73.36,31,3,6.42,NA,1699838384
565,padang,-0.9492,100.3543,80.65,85,94,1.32,ID,1699838384
566,bemidji,47.4736,-94.8803,46.17,74,0,11.5,US,1699838384
567,el porvenir,13.7617,-87.3458,74.53,78,100,6.67,HN,1699838384
568,cobija,-11.0267,-68.7692,82.35,60,22,2.86,BO,1699838385
569,sterling,39.0062,-77.4286,42.58,81,0,3.44,US,1699837736
570,ngaoundere,7.3167,13.5833,68.22,80,100,2.53,CM,1699838385
571,manokwari,-0.8667,134.0833,83.84,75,86,5.53,ID,1699838385
